Date,Pastry Category,daily_count,temp_f,precip_in,humidity_pct,wind_mph,weather_condition,Total Occ %,Group Occ %,Transient Occ %,Day of Week,Weekday or Weekend,Event,Month
2025-02-28,Cookie/Brownie,6,47.22,0.0,49.95,12.715,clear,66.9,0.0,66.9,FRIDAY,Weekday,No,February
2025-02-28,Muffin,4,47.22,0.0,49.95,12.715,clear,66.9,0.0,66.9,FRIDAY,Weekday,No,February
2025-02-28,Overnight Oats,18,47.22,0.0,49.95,12.715,clear,66.9,0.0,66.9,FRIDAY,Weekday,No,February
2025-02-28,Savory,4,47.22,0.0,49.95,12.715,clear,66.9,0.0,66.9,FRIDAY,Weekday,No,February
2025-02-28,Sweet Treat,4,47.99367088607595,0.0,49.607594936708864,12.88987341772152,clear,66.9,0.0,66.9,FRIDAY,Weekday,No,February
2025-02-28,Yogurt Parfait,10,47.22,0.0,49.95,12.715,clear,66.9,0.0,66.9,FRIDAY,Weekday,No,February
2025-03-01,Butter Croissant,6,43.46666666666667,0.0,58.111111111111114,8.883333333333333,cloudy,38.9,2.9,36.0,SATURDAY,Weekend,Yes,March
2025-03-01,Chocolate Croissant,4,43.46666666666667,0.0,58.111111111111114,8.883333333333333,cloudy,38.9,2.9,36.0,SATURDAY,Weekend,Yes,March
2025-03-01,Cookie/Brownie,4,43.46666666666667,0.0,58.111111111111114,8.883333333333333,cloudy,38.9,2.9,36.0,SATURDAY,Weekend,Yes,March
2025-03-01,Muffin,6,43.46666666666667,0.0,58.111111111111114,8.883333333333333,cloudy,38.9,2.9,36.0,SATURDAY,Weekend,Yes,March
2025-03-01,Overnight Oats,8,43.46666666666667,0.0,58.111111111111114,8.883333333333333,cloudy,38.9,2.9,36.0,SATURDAY,Weekend,Yes,March
2025-03-01,Savory,4,43.46666666666667,0.0,58.111111111111114,8.883333333333333,cloudy,38.9,2.9,36.0,SATURDAY,Weekend,Yes,March
2025-03-01,Sweet Treat,4,45.288235294117655,0.0,54.5,8.593137254901961,cloudy,38.9,2.9,36.0,SATURDAY,Weekend,Yes,March
2025-03-01,Yogurt Parfait,8,43.46666666666667,0.0,58.111111111111114,8.883333333333333,cloudy,38.9,2.9,36.0,SATURDAY,Weekend,Yes,March
2025-03-02,Butter Croissant,6,33.94444444444444,0.0,59.0,9.288888888888888,clear,39.4,2.9,36.6,SUNDAY,Weekend,No,March
2025-03-02,Chocolate Croissant,4,33.94444444444444,0.0,59.0,9.288888888888888,clear,39.4,2.9,36.6,SUNDAY,Weekend,No,March
2025-03-02,Muffin,4,33.94444444444444,0.0,59.0,9.288888888888888,clear,39.4,2.9,36.6,SUNDAY,Weekend,No,March
2025-03-02,Overnight Oats,8,33.94444444444444,0.0,59.0,9.288888888888888,clear,39.4,2.9,36.6,SUNDAY,Weekend,No,March
2025-03-02,Sweet Treat,2,40.05,0.0,53.40909090909091,9.809090909090909,cloudy,39.4,2.9,36.6,SUNDAY,Weekend,No,March
2025-03-03,Chocolate Croissant,2,48.9,0.0,58.81818181818182,13.263636363636364,cloudy,30.9,6.3,24.6,MONDAY,Weekday,No,March
2025-03-03,Muffin,4,48.9,0.0,58.81818181818182,13.263636363636364,cloudy,30.9,6.3,24.6,MONDAY,Weekday,No,March
2025-03-03,Overnight Oats,10,48.9,0.0,58.81818181818182,13.263636363636364,cloudy,30.9,6.3,24.6,MONDAY,Weekday,No,March
2025-03-03,Savory,4,48.9,0.0,58.81818181818182,13.263636363636364,cloudy,30.9,6.3,24.6,MONDAY,Weekday,No,March
2025-03-03,Sweet Treat,2,49.25178571428571,0.0,59.142857142857146,13.044642857142858,cloudy,30.9,6.3,24.6,MONDAY,Weekday,No,March
2025-03-03,Yogurt Parfait,4,48.9,0.0,58.81818181818182,13.263636363636364,cloudy,30.9,6.3,24.6,MONDAY,Weekday,No,March
2025-03-04,Butter Croissant,16,56.55882352941177,0.045235294117647,84.52941176470588,18.894117647058824,cloudy,94.9,43.4,51.4,TUESDAY,Weekday,No,March
2025-03-04,Chocolate Croissant,2,56.55882352941177,0.045235294117647,84.52941176470588,18.894117647058824,cloudy,94.9,43.4,51.4,TUESDAY,Weekday,No,March
2025-03-04,Cookie/Brownie,4,56.55882352941177,0.045235294117647,84.52941176470588,18.894117647058824,cloudy,94.9,43.4,51.4,TUESDAY,Weekday,No,March
2025-03-04,Muffin,2,56.55882352941177,0.045235294117647,84.52941176470588,18.894117647058824,cloudy,94.9,43.4,51.4,TUESDAY,Weekday,No,March
2025-03-04,Overnight Oats,22,56.55882352941177,0.045235294117647,84.52941176470588,18.894117647058824,cloudy,94.9,43.4,51.4,TUESDAY,Weekday,No,March
2025-03-04,Savory,6,56.55882352941177,0.045235294117647,84.52941176470588,18.894117647058824,cloudy,94.9,43.4,51.4,TUESDAY,Weekday,No,March
2025-03-04,Sweet Treat,4,55.82359550561798,0.0794157303370786,86.85393258426966,17.630337078651685,cloudy,94.9,43.4,51.4,TUESDAY,Weekday,No,March
2025-03-04,Yogurt Parfait,2,56.55882352941177,0.045235294117647,84.52941176470588,18.894117647058824,cloudy,94.9,43.4,51.4,TUESDAY,Weekday,No,March
2025-03-05,Butter Croissant,14,33.69523809523809,0.0,58.714285714285715,24.29047619047619,cloudy,95.4,43.4,52.0,WEDNESDAY,Weekday,No,March
2025-03-05,Chocolate Croissant,6,33.69523809523809,0.0,58.714285714285715,24.29047619047619,cloudy,95.4,43.4,52.0,WEDNESDAY,Weekday,No,March
2025-03-05,Cookie/Brownie,6,33.69523809523809,0.0,58.714285714285715,24.29047619047619,cloudy,95.4,43.4,52.0,WEDNESDAY,Weekday,No,March
2025-03-05,Muffin,8,33.69523809523809,0.0,58.714285714285715,24.29047619047619,cloudy,95.4,43.4,52.0,WEDNESDAY,Weekday,No,March
2025-03-05,Overnight Oats,22,33.69523809523809,0.0,58.714285714285715,24.29047619047619,cloudy,95.4,43.4,52.0,WEDNESDAY,Weekday,No,March
2025-03-05,Savory,6,33.69523809523809,0.0,58.714285714285715,24.29047619047619,cloudy,95.4,43.4,52.0,WEDNESDAY,Weekday,No,March
2025-03-05,Sweet Treat,2,33.90594059405941,0.0,58.336633663366335,24.43069306930693,cloudy,95.4,43.4,52.0,WEDNESDAY,Weekday,No,March
2025-03-05,Yogurt Parfait,2,33.69523809523809,0.0,58.714285714285715,24.29047619047619,cloudy,95.4,43.4,52.0,WEDNESDAY,Weekday,No,March
2025-03-06,Butter Croissant,16,30.115789473684213,0.0,75.6842105263158,1.5210526315789474,cloudy,97.7,44.6,53.1,THURSDAY,Weekday,No,March
2025-03-06,Chocolate Croissant,6,30.115789473684213,0.0,75.6842105263158,1.5210526315789474,cloudy,97.7,44.6,53.1,THURSDAY,Weekday,No,March
2025-03-06,Muffin,8,30.115789473684213,0.0,75.6842105263158,1.5210526315789474,cloudy,97.7,44.6,53.1,THURSDAY,Weekday,No,March
2025-03-06,Overnight Oats,14,30.115789473684213,0.0,75.6842105263158,1.5210526315789474,cloudy,97.7,44.6,53.1,THURSDAY,Weekday,No,March
2025-03-06,Savory,6,30.115789473684213,0.0,75.6842105263158,1.5210526315789474,cloudy,97.7,44.6,53.1,THURSDAY,Weekday,No,March
2025-03-06,Sweet Treat,6,31.95542168674699,0.0,72.08433734939759,1.7927710843373494,cloudy,97.7,44.6,53.1,THURSDAY,Weekday,No,March
2025-03-06,Yogurt Parfait,4,30.115789473684213,0.0,75.6842105263158,1.5210526315789474,cloudy,97.7,44.6,53.1,THURSDAY,Weekday,No,March
2025-03-07,Butter Croissant,2,51.03333333333333,0.0,55.416666666666664,18.341666666666665,cloudy,58.9,13.1,45.7,FRIDAY,Weekday,No,March
2025-03-07,Chocolate Croissant,2,51.03333333333333,0.0,55.416666666666664,18.341666666666665,cloudy,58.9,13.1,45.7,FRIDAY,Weekday,No,March
2025-03-07,Muffin,6,51.03333333333333,0.0,55.416666666666664,18.341666666666665,cloudy,58.9,13.1,45.7,FRIDAY,Weekday,No,March
2025-03-07,Overnight Oats,12,51.03333333333333,0.0,55.416666666666664,18.341666666666665,cloudy,58.9,13.1,45.7,FRIDAY,Weekday,No,March
2025-03-07,Savory,6,51.03333333333333,0.0,55.416666666666664,18.341666666666665,cloudy,58.9,13.1,45.7,FRIDAY,Weekday,No,March
2025-03-07,Sweet Treat,6,52.435483870967744,0.0,56.25806451612903,18.248387096774195,cloudy,58.9,13.1,45.7,FRIDAY,Weekday,No,March
2025-03-07,Yogurt Parfait,4,51.03333333333333,0.0,55.416666666666664,18.341666666666665,cloudy,58.9,13.1,45.7,FRIDAY,Weekday,No,March
2025-03-08,Butter Croissant,6,36.9,0.0,81.82352941176471,9.03529411764706,cloudy,52.0,1.7,50.3,SATURDAY,Weekend,Yes,March
2025-03-08,Chocolate Croissant,6,36.9,0.0,81.82352941176471,9.03529411764706,cloudy,52.0,1.7,50.3,SATURDAY,Weekend,Yes,March
2025-03-08,Cookie/Brownie,4,36.9,0.0,81.82352941176471,9.03529411764706,cloudy,52.0,1.7,50.3,SATURDAY,Weekend,Yes,March
2025-03-08,Muffin,6,36.9,0.0,81.82352941176471,9.03529411764706,cloudy,52.0,1.7,50.3,SATURDAY,Weekend,Yes,March
2025-03-08,Overnight Oats,10,36.9,0.0,81.82352941176471,9.03529411764706,cloudy,52.0,1.7,50.3,SATURDAY,Weekend,Yes,March
2025-03-08,Savory,4,36.9,0.0,81.82352941176471,9.03529411764706,cloudy,52.0,1.7,50.3,SATURDAY,Weekend,Yes,March
2025-03-08,Sweet Treat,4,38.02571428571429,0.0,78.28571428571429,9.008571428571427,cloudy,52.0,1.7,50.3,SATURDAY,Weekend,Yes,March
2025-03-08,Yogurt Parfait,2,36.9,0.0,81.82352941176471,9.03529411764706,cloudy,52.0,1.7,50.3,SATURDAY,Weekend,Yes,March
2025-03-09,Butter Croissant,1,43.76,0.0,57.53333333333333,4.62,clear,55.4,0.0,55.4,SUNDAY,Weekend,No,March
2025-03-09,Chocolate Croissant,2,43.76,0.0,57.53333333333333,4.62,clear,55.4,0.0,55.4,SUNDAY,Weekend,No,March
2025-03-09,Cookie/Brownie,3,43.76,0.0,57.53333333333333,4.62,clear,55.4,0.0,55.4,SUNDAY,Weekend,No,March
2025-03-09,Muffin,2,43.76,0.0,57.53333333333333,4.62,clear,55.4,0.0,55.4,SUNDAY,Weekend,No,March
2025-03-09,Overnight Oats,4,43.76,0.0,57.53333333333333,4.62,clear,55.4,0.0,55.4,SUNDAY,Weekend,No,March
2025-03-09,Savory,1,43.76,0.0,57.53333333333333,4.62,clear,55.4,0.0,55.4,SUNDAY,Weekend,No,March
2025-03-09,Sweet Treat,1,45.6578125,0.0,53.875,4.703125,clear,55.4,0.0,55.4,SUNDAY,Weekend,No,March
2025-03-09,Yogurt Parfait,1,43.76,0.0,57.53333333333333,4.62,clear,55.4,0.0,55.4,SUNDAY,Weekend,No,March
2025-03-10,Butter Croissant,4,48.32941176470588,0.0,51.1764705882353,7.535294117647059,clear,47.4,5.1,42.3,MONDAY,Weekday,No,March
2025-03-10,Chocolate Croissant,1,48.32941176470588,0.0,51.1764705882353,7.535294117647059,clear,47.4,5.1,42.3,MONDAY,Weekday,No,March
2025-03-10,Cookie/Brownie,1,48.32941176470588,0.0,51.1764705882353,7.535294117647059,clear,47.4,5.1,42.3,MONDAY,Weekday,No,March
2025-03-10,Muffin,3,48.32941176470588,0.0,51.1764705882353,7.535294117647059,clear,47.4,5.1,42.3,MONDAY,Weekday,No,March
2025-03-10,Overnight Oats,3,48.32941176470588,0.0,51.1764705882353,7.535294117647059,clear,47.4,5.1,42.3,MONDAY,Weekday,No,March
2025-03-10,Sweet Treat,2,46.5041095890411,0.0,51.9041095890411,7.615068493150685,clear,47.4,5.1,42.3,MONDAY,Weekday,No,March
2025-03-10,Yogurt Parfait,6,48.32941176470588,0.0,51.1764705882353,7.535294117647059,clear,47.4,5.1,42.3,MONDAY,Weekday,No,March
2025-03-11,Butter Croissant,5,52.423529411764704,0.0,52.76470588235294,14.105882352941176,clear,97.1,26.3,70.9,TUESDAY,Weekday,No,March
2025-03-11,Chocolate Croissant,3,52.423529411764704,0.0,52.76470588235294,14.105882352941176,clear,97.1,26.3,70.9,TUESDAY,Weekday,No,March
2025-03-11,Cookie/Brownie,1,52.423529411764704,0.0,52.76470588235294,14.105882352941176,clear,97.1,26.3,70.9,TUESDAY,Weekday,No,March
2025-03-11,Muffin,3,52.423529411764704,0.0,52.76470588235294,14.105882352941176,clear,97.1,26.3,70.9,TUESDAY,Weekday,No,March
2025-03-11,Overnight Oats,19,52.423529411764704,0.0,52.76470588235294,14.105882352941176,clear,97.1,26.3,70.9,TUESDAY,Weekday,No,March
2025-03-11,Savory,1,52.423529411764704,0.0,52.76470588235294,14.105882352941176,clear,97.1,26.3,70.9,TUESDAY,Weekday,No,March
2025-03-11,Sweet Treat,1,54.9078947368421,0.0,51.03947368421053,14.18684210526316,clear,97.1,26.3,70.9,TUESDAY,Weekday,No,March
2025-03-11,Yogurt Parfait,3,52.423529411764704,0.0,52.76470588235294,14.105882352941176,clear,97.1,26.3,70.9,TUESDAY,Weekday,No,March
2025-03-12,Butter Croissant,5,57.856,0.0,56.96,10.472,clear,93.7,22.3,71.4,WEDNESDAY,Weekday,No,March
2025-03-12,Chocolate Croissant,3,57.856,0.0,56.96,10.472,clear,93.7,22.3,71.4,WEDNESDAY,Weekday,No,March
2025-03-12,Cookie/Brownie,5,57.856,0.0,56.96,10.472,clear,93.7,22.3,71.4,WEDNESDAY,Weekday,No,March
2025-03-12,Muffin,4,57.856,0.0,56.96,10.472,clear,93.7,22.3,71.4,WEDNESDAY,Weekday,No,March
2025-03-12,Overnight Oats,19,57.856,0.0,56.96,10.472,clear,93.7,22.3,71.4,WEDNESDAY,Weekday,No,March
2025-03-12,Savory,3,57.856,0.0,56.96,10.472,clear,93.7,22.3,71.4,WEDNESDAY,Weekday,No,March
2025-03-12,Sweet Treat,1,58.37864077669903,0.0,56.51456310679612,10.676699029126214,clear,93.7,22.3,71.4,WEDNESDAY,Weekday,No,March
2025-03-12,Yogurt Parfait,5,57.856,0.0,56.96,10.472,clear,93.7,22.3,71.4,WEDNESDAY,Weekday,No,March
2025-03-13,Butter Croissant,6,55.5,0.0,83.47368421052632,4.3315789473684205,clear,99.4,21.7,77.7,THURSDAY,Weekday,No,March
2025-03-13,Chocolate Croissant,3,55.5,0.0,83.47368421052632,4.3315789473684205,clear,99.4,21.7,77.7,THURSDAY,Weekday,No,March
2025-03-13,Cookie/Brownie,2,55.5,0.0,83.47368421052632,4.3315789473684205,clear,99.4,21.7,77.7,THURSDAY,Weekday,No,March
2025-03-13,Muffin,3,55.5,0.0,83.47368421052632,4.3315789473684205,clear,99.4,21.7,77.7,THURSDAY,Weekday,No,March
2025-03-13,Overnight Oats,14,55.5,0.0,83.47368421052632,4.3315789473684205,clear,99.4,21.7,77.7,THURSDAY,Weekday,No,March
2025-03-13,Savory,3,55.5,0.0,83.47368421052632,4.3315789473684205,clear,99.4,21.7,77.7,THURSDAY,Weekday,No,March
2025-03-13,Yogurt Parfait,8,55.5,0.0,83.47368421052632,4.3315789473684205,clear,99.4,21.7,77.7,THURSDAY,Weekday,No,March
2025-03-14,Butter Croissant,7,64.435,0.0,44.5,16.955000000000002,clear,73.7,9.7,64.0,FRIDAY,Weekday,No,March
2025-03-14,Chocolate Croissant,3,64.435,0.0,44.5,16.955000000000002,clear,73.7,9.7,64.0,FRIDAY,Weekday,No,March
2025-03-14,Cookie/Brownie,2,64.435,0.0,44.5,16.955000000000002,clear,73.7,9.7,64.0,FRIDAY,Weekday,No,March
2025-03-14,Muffin,6,64.435,0.0,44.5,16.955000000000002,clear,73.7,9.7,64.0,FRIDAY,Weekday,No,March
2025-03-14,Overnight Oats,6,64.435,0.0,44.5,16.955000000000002,clear,73.7,9.7,64.0,FRIDAY,Weekday,No,March
2025-03-14,Savory,3,64.435,0.0,44.5,16.955000000000002,clear,73.7,9.7,64.0,FRIDAY,Weekday,No,March
2025-03-14,Sweet Treat,3,65.5142857142857,0.0001904761904761,45.17857142857143,17.43095238095238,clear,73.7,9.7,64.0,FRIDAY,Weekday,No,March
2025-03-14,Yogurt Parfait,3,64.435,0.0,44.5,16.955000000000002,clear,73.7,9.7,64.0,FRIDAY,Weekday,No,March
2025-03-15,Butter Croissant,4,52.75555555555556,0.0,57.5,8.161111111111111,cloudy,48.6,3.4,45.1,SATURDAY,Weekend,Yes,March
2025-03-15,Chocolate Croissant,3,52.75555555555556,0.0,57.5,8.161111111111111,cloudy,48.6,3.4,45.1,SATURDAY,Weekend,Yes,March
2025-03-15,Cookie/Brownie,1,52.75555555555556,0.0,57.5,8.161111111111111,cloudy,48.6,3.4,45.1,SATURDAY,Weekend,Yes,March
2025-03-15,Muffin,3,52.75555555555556,0.0,57.5,8.161111111111111,cloudy,48.6,3.4,45.1,SATURDAY,Weekend,Yes,March
2025-03-15,Overnight Oats,5,52.75555555555556,0.0,57.5,8.161111111111111,cloudy,48.6,3.4,45.1,SATURDAY,Weekend,Yes,March
2025-03-15,Sweet Treat,3,53.41702127659574,0.0,56.361702127659576,7.954255319148936,cloudy,48.6,3.4,45.1,SATURDAY,Weekend,Yes,March
2025-03-15,Yogurt Parfait,3,52.75555555555556,0.0,57.5,8.161111111111111,cloudy,48.6,3.4,45.1,SATURDAY,Weekend,Yes,March
2025-03-16,Butter Croissant,4,35.84285714285714,0.0,59.642857142857146,10.421428571428573,cloudy,58.3,1.1,57.1,SUNDAY,Weekend,No,March
2025-03-16,Chocolate Croissant,3,35.84285714285714,0.0,59.642857142857146,10.421428571428573,cloudy,58.3,1.1,57.1,SUNDAY,Weekend,No,March
2025-03-16,Muffin,1,35.84285714285714,0.0,59.642857142857146,10.421428571428573,cloudy,58.3,1.1,57.1,SUNDAY,Weekend,No,March
2025-03-16,Overnight Oats,4,35.84285714285714,0.0,59.642857142857146,10.421428571428573,cloudy,58.3,1.1,57.1,SUNDAY,Weekend,No,March
2025-03-16,Savory,1,35.84285714285714,0.0,59.642857142857146,10.421428571428573,cloudy,58.3,1.1,57.1,SUNDAY,Weekend,No,March
2025-03-16,Sweet Treat,1,36.77971014492754,0.0,56.57971014492754,10.684057971014491,cloudy,58.3,1.1,57.1,SUNDAY,Weekend,No,March
2025-03-16,Yogurt Parfait,2,35.84285714285714,0.0,59.642857142857146,10.421428571428573,cloudy,58.3,1.1,57.1,SUNDAY,Weekend,No,March
2025-03-17,Butter Croissant,4,51.28421052631579,0.0,35.8421052631579,13.821052631578947,clear,58.9,2.3,56.6,MONDAY,Weekday,No,March
2025-03-17,Chocolate Croissant,3,51.28421052631579,0.0,35.8421052631579,13.821052631578947,clear,58.9,2.3,56.6,MONDAY,Weekday,No,March
2025-03-17,Cookie/Brownie,1,51.28421052631579,0.0,35.8421052631579,13.821052631578947,clear,58.9,2.3,56.6,MONDAY,Weekday,No,March
2025-03-17,Muffin,3,51.28421052631579,0.0,35.8421052631579,13.821052631578947,clear,58.9,2.3,56.6,MONDAY,Weekday,No,March
2025-03-17,Overnight Oats,12,51.28421052631579,0.0,35.8421052631579,13.821052631578947,clear,58.9,2.3,56.6,MONDAY,Weekday,No,March
2025-03-17,Savory,3,51.28421052631579,0.0,35.8421052631579,13.821052631578947,clear,58.9,2.3,56.6,MONDAY,Weekday,No,March
2025-03-17,Sweet Treat,2,51.10879120879122,0.0,35.747252747252745,13.868131868131869,clear,58.9,2.3,56.6,MONDAY,Weekday,No,March
2025-03-17,Yogurt Parfait,6,51.28421052631579,0.0,35.8421052631579,13.821052631578947,clear,58.9,2.3,56.6,MONDAY,Weekday,No,March
2025-03-18,Butter Croissant,8,60.01578947368421,0.0,52.21052631578947,19.19473684210526,cloudy,99.4,21.1,78.3,TUESDAY,Weekday,No,March
2025-03-18,Chocolate Croissant,2,60.01578947368421,0.0,52.21052631578947,19.19473684210526,cloudy,99.4,21.1,78.3,TUESDAY,Weekday,No,March
2025-03-18,Cookie/Brownie,1,60.01578947368421,0.0,52.21052631578947,19.19473684210526,cloudy,99.4,21.1,78.3,TUESDAY,Weekday,No,March
2025-03-18,Muffin,3,60.01578947368421,0.0,52.21052631578947,19.19473684210526,cloudy,99.4,21.1,78.3,TUESDAY,Weekday,No,March
2025-03-18,Overnight Oats,11,60.01578947368421,0.0,52.21052631578947,19.19473684210526,cloudy,99.4,21.1,78.3,TUESDAY,Weekday,No,March
2025-03-18,Savory,3,60.01578947368421,0.0,52.21052631578947,19.19473684210526,cloudy,99.4,21.1,78.3,TUESDAY,Weekday,No,March
2025-03-18,Sweet Treat,2,61.48969072164948,0.0,50.8041237113402,19.48247422680412,cloudy,99.4,21.1,78.3,TUESDAY,Weekday,No,March
2025-03-18,Yogurt Parfait,8,60.01578947368421,0.0,52.21052631578947,19.19473684210526,cloudy,99.4,21.1,78.3,TUESDAY,Weekday,No,March
2025-03-19,Butter Croissant,6,58.63333333333333,0.0,43.904761904761905,24.366666666666667,clear,100.0,21.7,78.3,WEDNESDAY,Weekday,No,March
2025-03-19,Chocolate Croissant,4,58.63333333333333,0.0,43.904761904761905,24.366666666666667,clear,100.0,21.7,78.3,WEDNESDAY,Weekday,No,March
2025-03-19,Cookie/Brownie,1,58.63333333333333,0.0,43.904761904761905,24.366666666666667,clear,100.0,21.7,78.3,WEDNESDAY,Weekday,No,March
2025-03-19,Muffin,2,58.63333333333333,0.0,43.904761904761905,24.366666666666667,clear,100.0,21.7,78.3,WEDNESDAY,Weekday,No,March
2025-03-19,Overnight Oats,18,58.63333333333333,0.0,43.904761904761905,24.366666666666667,clear,100.0,21.7,78.3,WEDNESDAY,Weekday,No,March
2025-03-19,Savory,2,58.63333333333333,0.0,43.904761904761905,24.366666666666667,clear,100.0,21.7,78.3,WEDNESDAY,Weekday,No,March
2025-03-19,Sweet Treat,2,58.457608695652176,0.0,43.81521739130435,24.344565217391303,clear,100.0,21.7,78.3,WEDNESDAY,Weekday,No,March
2025-03-19,Yogurt Parfait,6,58.63333333333333,0.0,43.904761904761905,24.366666666666667,clear,100.0,21.7,78.3,WEDNESDAY,Weekday,No,March
2025-03-20,Butter Croissant,7,35.36666666666667,0.0,55.0,12.266666666666667,cloudy,100.0,17.7,82.3,THURSDAY,Weekday,No,March
2025-03-20,Chocolate Croissant,1,35.36666666666667,0.0,55.0,12.266666666666667,cloudy,100.0,17.7,82.3,THURSDAY,Weekday,No,March
2025-03-20,Cookie/Brownie,3,35.36666666666667,0.0,55.0,12.266666666666667,cloudy,100.0,17.7,82.3,THURSDAY,Weekday,No,March
2025-03-20,Muffin,1,35.36666666666667,0.0,55.0,12.266666666666667,cloudy,100.0,17.7,82.3,THURSDAY,Weekday,No,March
2025-03-20,Overnight Oats,12,35.36666666666667,0.0,55.0,12.266666666666667,cloudy,100.0,17.7,82.3,THURSDAY,Weekday,No,March
2025-03-20,Savory,1,35.36666666666667,0.0,55.0,12.266666666666667,cloudy,100.0,17.7,82.3,THURSDAY,Weekday,No,March
2025-03-20,Sweet Treat,2,35.655056179775286,0.0,54.2247191011236,12.2438202247191,cloudy,100.0,17.7,82.3,THURSDAY,Weekday,No,March
2025-03-20,Yogurt Parfait,8,35.36666666666667,0.0,55.0,12.266666666666667,cloudy,100.0,17.7,82.3,THURSDAY,Weekday,No,March
2025-03-21,Butter Croissant,4,44.63,0.0,37.35,13.21,cloudy,74.9,12.6,62.3,FRIDAY,Weekday,No,March
2025-03-21,Chocolate Croissant,3,44.63,0.0,37.35,13.21,cloudy,74.9,12.6,62.3,FRIDAY,Weekday,No,March
2025-03-21,Cookie/Brownie,4,44.63,0.0,37.35,13.21,cloudy,74.9,12.6,62.3,FRIDAY,Weekday,No,March
2025-03-21,Muffin,3,44.63,0.0,37.35,13.21,cloudy,74.9,12.6,62.3,FRIDAY,Weekday,No,March
2025-03-21,Overnight Oats,10,44.63,0.0,37.35,13.21,cloudy,74.9,12.6,62.3,FRIDAY,Weekday,No,March
2025-03-21,Savory,2,44.63,0.0,37.35,13.21,cloudy,74.9,12.6,62.3,FRIDAY,Weekday,No,March
2025-03-21,Yogurt Parfait,2,44.63,0.0,37.35,13.21,cloudy,74.9,12.6,62.3,FRIDAY,Weekday,No,March
2025-03-22,Butter Croissant,6,50.78260869565217,0.0,48.869565217391305,6.856521739130434,clear,65.7,5.7,60.0,SATURDAY,Weekend,Yes,March
2025-03-22,Chocolate Croissant,4,50.78260869565217,0.0,48.869565217391305,6.856521739130434,clear,65.7,5.7,60.0,SATURDAY,Weekend,Yes,March
2025-03-22,Cookie/Brownie,5,50.78260869565217,0.0,48.869565217391305,6.856521739130434,clear,65.7,5.7,60.0,SATURDAY,Weekend,Yes,March
2025-03-22,Muffin,4,50.78260869565217,0.0,48.869565217391305,6.856521739130434,clear,65.7,5.7,60.0,SATURDAY,Weekend,Yes,March
2025-03-22,Overnight Oats,12,50.78260869565217,0.0,48.869565217391305,6.856521739130434,clear,65.7,5.7,60.0,SATURDAY,Weekend,Yes,March
2025-03-22,Savory,3,50.78260869565217,0.0,48.869565217391305,6.856521739130434,clear,65.7,5.7,60.0,SATURDAY,Weekend,Yes,March
2025-03-22,Sweet Treat,3,52.77213114754098,0.0,44.83606557377049,7.188524590163935,clear,65.7,5.7,60.0,SATURDAY,Weekend,Yes,March
2025-03-22,Yogurt Parfait,4,50.78260869565217,0.0,48.869565217391305,6.856521739130434,clear,65.7,5.7,60.0,SATURDAY,Weekend,Yes,March
2025-03-23,Butter Croissant,1,63.878571428571426,0.0005714285714285,68.5,16.742857142857144,cloudy,65.1,8.6,56.6,SUNDAY,Weekend,No,March
2025-03-23,Chocolate Croissant,3,63.878571428571426,0.0005714285714285,68.5,16.742857142857144,cloudy,65.1,8.6,56.6,SUNDAY,Weekend,No,March
2025-03-23,Muffin,1,63.878571428571426,0.0005714285714285,68.5,16.742857142857144,cloudy,65.1,8.6,56.6,SUNDAY,Weekend,No,March
2025-03-23,Overnight Oats,5,63.878571428571426,0.0005714285714285,68.5,16.742857142857144,cloudy,65.1,8.6,56.6,SUNDAY,Weekend,No,March
2025-03-23,Savory,3,63.878571428571426,0.0005714285714285,68.5,16.742857142857144,cloudy,65.1,8.6,56.6,SUNDAY,Weekend,No,March
2025-03-23,Sweet Treat,2,63.80800000000001,0.0003733333333333,70.57333333333334,16.873333333333335,cloudy,65.1,8.6,56.6,SUNDAY,Weekend,No,March
2025-03-23,Yogurt Parfait,3,63.878571428571426,0.0005714285714285,68.5,16.742857142857144,cloudy,65.1,8.6,56.6,SUNDAY,Weekend,No,March
2025-03-24,Butter Croissant,2,50.47272727272728,0.0,51.09090909090909,4.2727272727272725,clear,39.4,4.6,34.9,MONDAY,Weekday,No,March
2025-03-24,Chocolate Croissant,2,50.47272727272728,0.0,51.09090909090909,4.2727272727272725,clear,39.4,4.6,34.9,MONDAY,Weekday,No,March
2025-03-24,Overnight Oats,8,50.47272727272728,0.0,51.09090909090909,4.2727272727272725,clear,39.4,4.6,34.9,MONDAY,Weekday,No,March
2025-03-24,Savory,1,50.47272727272728,0.0,51.09090909090909,4.2727272727272725,clear,39.4,4.6,34.9,MONDAY,Weekday,No,March
2025-03-24,Sweet Treat,2,50.48627450980393,0.0,53.450980392156865,4.639215686274509,clear,39.4,4.6,34.9,MONDAY,Weekday,No,March
2025-03-24,Yogurt Parfait,1,50.47272727272728,0.0,51.09090909090909,4.2727272727272725,clear,39.4,4.6,34.9,MONDAY,Weekday,No,March
2025-03-25,Butter Croissant,4,53.91875,0.0,56.3125,6.4625,cloudy,51.4,0.0,51.4,TUESDAY,Weekday,No,March
2025-03-25,Chocolate Croissant,1,53.91875,0.0,56.3125,6.4625,cloudy,51.4,0.0,51.4,TUESDAY,Weekday,No,March
